<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
GAZP,5,20200917,1950,183.7400000,183.8200000,183.6600000,183.7300000,27360
GAZP,5,20200917,1955,183.7300000,183.8000000,183.7100000,183.7900000,15280
GAZP,5,20200917,2000,183.7900000,183.7900000,183.6000000,183.6000000,15130
GAZP,5,20200917,2005,183.6100000,183.6200000,183.5400000,183.5400000,22060
GAZP,5,20200917,2010,183.5800000,183.6200000,183.5400000,183.5900000,25550
GAZP,5,20200917,2015,183.5900000,183.6800000,183.5900000,183.6700000,21810
GAZP,5,20200917,2020,183.6000000,183.6700000,183.5700000,183.6200000,15640
GAZP,5,20200917,2025,183.6200000,183.7000000,183.5500000,183.7000000,23140
GAZP,5,20200917,2030,183.7000000,183.7900000,183.7000000,183.7400000,12970
GAZP,5,20200917,2035,183.7800000,183.7800000,183.7200000,183.7200000,12500
GAZP,5,20200917,2040,183.7200000,183.8000000,183.7100000,183.7900000,24220
GAZP,5,20200917,2045,183.7200000,183.7900000,183.7200000,183.7800000,13310
GAZP,5,20200917,2050,183.7800000,183.8000000,183.7500000,183.7500000,13910
GAZP,5,20200917,2055,183.7500000,183.8000000,183.7500000,183.8000000,9780
GAZP,5,20200917,2100,183.8000000,183.9000000,183.7800000,183.9000000,38340
GAZP,5,20200917,2105,183.9000000,183.9200000,183.8700000,183.9000000,14260
GAZP,5,20200917,2110,183.9000000,183.9900000,183.8900000,183.9900000,10060
GAZP,5,20200917,2115,183.9700000,183.9800000,183.9000000,183.9200000,16060
GAZP,5,20200917,2120,183.9000000,183.9200000,183.8700000,183.8700000,6670
GAZP,5,20200917,2125,183.9000000,183.9200000,183.7600000,183.7600000,8040
GAZP,5,20200917,2130,183.8500000,183.9000000,183.6700000,183.7400000,40950
GAZP,5,20200917,2135,183.7400000,183.7700000,183.6500000,183.6500000,14200
GAZP,5,20200917,2140,183.7000000,183.7500000,183.5100000,183.7500000,61830
GAZP,5,20200917,2145,183.6600000,183.7500000,183.6400000,183.6500000,8170
GAZP,5,20200917,2150,183.6500000,183.7400000,183.6500000,183.7200000,9190
GAZP,5,20200917,2155,183.7000000,183.8000000,183.6500000,183.7900000,11070
GAZP,5,20200917,2200,183.7900000,183.8300000,183.6500000,183.7000000,33890
GAZP,5,20200917,2205,183.6900000,183.7800000,183.6800000,183.6900000,19800
GAZP,5,20200917,2210,183.7500000,183.7800000,183.6500000,183.7800000,19090
GAZP,5,20200917,2215,183.7600000,183.8600000,183.7600000,183.8600000,12960
GAZP,5,20200917,2220,183.8700000,183.8700000,183.6500000,183.6500000,36230
GAZP,5,20200917,2225,183.7000000,183.7300000,183.6500000,183.7000000,4420
GAZP,5,20200917,2230,183.7000000,183.7200000,183.6500000,183.7200000,13450
GAZP,5,20200917,2235,183.7200000,183.7700000,183.6500000,183.7600000,16910
GAZP,5,20200917,2240,183.7500000,183.9300000,183.7400000,183.7500000,58240
GAZP,5,20200917,2245,183.7800000,183.8000000,183.7100000,183.8000000,5060
GAZP,5,20200917,2250,183.7800000,183.8400000,183.7500000,183.7800000,7580
GAZP,5,20200917,2255,183.7800000,183.8000000,183.7300000,183.7300000,17720
GAZP,5,20200917,2300,183.7300000,183.7300000,183.7100000,183.7200000,13600
GAZP,5,20200917,2305,183.7200000,183.7400000,183.7100000,183.7100000,10920
GAZP,5,20200917,2310,183.7300000,183.8400000,183.7300000,183.7400000,7670
GAZP,5,20200917,2315,183.7400000,183.7800000,183.7100000,183.7800000,12980
GAZP,5,20200917,2320,183.7700000,183.8200000,183.7700000,183.7900000,8410
GAZP,5,20200917,2325,183.7800000,183.7900000,183.7600000,183.7900000,1390
GAZP,5,20200917,2330,183.7700000,183.9000000,183.7700000,183.8800000,15590
GAZP,5,20200917,2335,183.8000000,183.9300000,183.7700000,183.8000000,22150
GAZP,5,20200917,2340,183.8900000,183.9300000,183.7300000,183.7900000,58800
GAZP,5,20200917,2345,183.7900000,183.9800000,183.7900000,183.9000000,61550
GAZP,5,20200918,1000,184.4000000,184.7000000,183.7900000,183.8000000,754570
GAZP,5,20200918,1005,183.8000000,184.2700000,183.7700000,183.8500000,320570
GAZP,5,20200918,1010,183.9100000,184.1100000,183.6300000,183.7100000,237670
GAZP,5,20200918,1015,183.6900000,183.7700000,183.4100000,183.5000000,357630
GAZP,5,20200918,1020,183.4800000,183.8800000,183.4800000,183.8800000,218680
GAZP,5,20200918,1025,183.8800000,183.9200000,183.5300000,183.5300000,144520
GAZP,5,20200918,1030,183.5300000,183.5800000,183.2500000,183.4200000,209850
GAZP,5,20200918,1035,183.4300000,183.4400000,182.8400000,183.0500000,789770
GAZP,5,20200918,1040,182.9700000,183.0400000,182.7200000,182.9200000,441490
GAZP,5,20200918,1045,182.9200000,183.0000000,182.7800000,182.9500000,175980
GAZP,5,20200918,1050,182.9600000,183.0800000,182.6100000,182.6500000,264910
GAZP,5,20200918,1055,182.6100000,182.7700000,182.5600000,182.7200000,136270
GAZP,5,20200918,1100,182.7500000,182.9600000,182.6100000,182.8800000,173120
GAZP,5,20200918,1105,182.8700000,182.8800000,182.6000000,182.6100000,78150
GAZP,5,20200918,1110,182.6100000,182.7100000,182.5800000,182.6500000,114940
GAZP,5,20200918,1115,182.6500000,182.8900000,182.5600000,182.8500000,146180
GAZP,5,20200918,1120,182.8800000,182.8800000,182.5500000,182.5700000,205900
GAZP,5,20200918,1125,182.5700000,182.8100000,182.4100000,182.7100000,247370
GAZP,5,20200918,1130,182.7400000,182.7400000,182.4000000,182.4100000,130560
GAZP,5,20200918,1135,182.4500000,182.5300000,182.3300000,182.4600000,127350
GAZP,5,20200918,1140,182.4900000,182.6100000,182.4300000,182.6000000,90000
GAZP,5,20200918,1145,182.6000000,182.6000000,182.4400000,182.5500000,68320
GAZP,5,20200918,1150,182.5300000,182.6200000,182.4700000,182.5700000,85350
GAZP,5,20200918,1155,182.5800000,182.5800000,182.4600000,182.5300000,53110
GAZP,5,20200918,1200,182.5100000,182.9200000,182.4500000,182.8600000,151960
GAZP,5,20200918,1205,182.8600000,183.1400000,182.7700000,183.0400000,197490
GAZP,5,20200918,1210,183.1000000,183.2100000,183.0500000,183.1800000,91980
GAZP,5,20200918,1215,183.1600000,183.1700000,183.0700000,183.1000000,55670
GAZP,5,20200918,1220,183.1000000,183.2000000,183.0300000,183.1500000,63740
GAZP,5,20200918,1225,183.1400000,183.1400000,183.0300000,183.0700000,74720
GAZP,5,20200918,1230,183.0800000,183.1000000,182.8800000,182.9200000,148430
GAZP,5,20200918,1235,182.9200000,182.9400000,182.8000000,182.9100000,37610
GAZP,5,20200918,1240,182.9000000,183.3400000,182.9000000,183.3200000,190260
GAZP,5,20200918,1245,183.3000000,183.3900000,183.2000000,183.3200000,112290
GAZP,5,20200918,1250,183.3300000,183.4000000,183.1800000,183.2500000,144460
GAZP,5,20200918,1255,183.2600000,183.4900000,183.2300000,183.2400000,76390
GAZP,5,20200918,1300,183.2500000,183.3000000,183.0600000,183.1900000,189250
GAZP,5,20200918,1305,183.1900000,183.4100000,183.1800000,183.3800000,73060
GAZP,5,20200918,1310,183.3800000,183.4900000,183.3600000,183.4000000,85780
GAZP,5,20200918,1315,183.4200000,183.4400000,183.3000000,183.3700000,95280
GAZP,5,20200918,1320,183.3700000,183.5000000,183.1000000,183.1300000,218940
GAZP,5,20200918,1325,183.1300000,183.3200000,183.1300000,183.1800000,110490
GAZP,5,20200918,1330,183.1900000,183.4700000,183.1800000,183.4200000,77410
GAZP,5,20200918,1335,183.4200000,183.5000000,183.3800000,183.4400000,116430
GAZP,5,20200918,1340,183.4400000,183.4400000,183.2800000,183.3900000,117870
GAZP,5,20200918,1345,183.4000000,183.4600000,183.2800000,183.4500000,104190
GAZP,5,20200918,1350,183.4300000,183.6600000,183.3100000,183.5700000,232070
GAZP,5,20200918,1355,183.5700000,183.8000000,183.5600000,183.8000000,180140
GAZP,5,20200918,1400,183.8000000,183.8200000,183.6300000,183.7800000,97950
GAZP,5,20200918,1405,183.7900000,183.9200000,183.7900000,183.9100000,190570
GAZP,5,20200918,1410,183.9200000,184.0900000,183.8500000,183.9100000,263790
GAZP,5,20200918,1415,183.9100000,184.0700000,183.7400000,183.8500000,259690
GAZP,5,20200918,1420,183.8500000,183.8500000,183.4300000,183.4800000,279930
GAZP,5,20200918,1425,183.4800000,183.5200000,183.3000000,183.3900000,170090
GAZP,5,20200918,1430,183.3900000,183.5700000,183.3400000,183.4300000,160880
GAZP,5,20200918,1435,183.4200000,183.6700000,183.4200000,183.6400000,246970
GAZP,5,20200918,1440,183.6400000,183.6800000,183.5600000,183.6100000,91680
GAZP,5,20200918,1445,183.6200000,183.7300000,183.5700000,183.6100000,92650
GAZP,5,20200918,1450,183.6100000,183.6100000,183.0100000,183.2300000,302600
GAZP,5,20200918,1455,183.2100000,183.2200000,183.0100000,183.1700000,107790
GAZP,5,20200918,1500,183.1700000,183.2100000,182.7400000,182.9000000,362050
GAZP,5,20200918,1505,182.9000000,183.0000000,182.7400000,182.9600000,111190
GAZP,5,20200918,1510,182.9600000,183.0000000,182.7000000,182.7600000,153760
GAZP,5,20200918,1515,182.7800000,182.9000000,182.6300000,182.8800000,276120
GAZP,5,20200918,1520,182.8800000,183.0800000,182.8800000,183.0300000,177370
GAZP,5,20200918,1525,183.0800000,183.4400000,183.0800000,183.4000000,369400
GAZP,5,20200918,1530,183.4200000,183.6700000,183.3900000,183.5800000,253450
GAZP,5,20200918,1535,183.5900000,183.8700000,183.5200000,183.8500000,263580
GAZP,5,20200918,1540,183.8500000,183.9000000,183.5500000,183.5500000,191840
GAZP,5,20200918,1545,183.5700000,183.7700000,183.5700000,183.6500000,282540
GAZP,5,20200918,1550,183.6500000,183.7900000,183.5800000,183.6700000,258310
GAZP,5,20200918,1555,183.6700000,183.7800000,183.6700000,183.7000000,129300
GAZP,5,20200918,1600,183.6900000,183.8500000,183.6900000,183.8300000,233790
GAZP,5,20200918,1605,183.8400000,183.8500000,183.6500000,183.8100000,124760
GAZP,5,20200918,1610,183.8200000,183.9600000,183.7700000,183.8600000,318220
GAZP,5,20200918,1615,183.8700000,183.9600000,183.8200000,183.8900000,138550
GAZP,5,20200918,1620,183.9000000,183.9300000,183.7100000,183.7400000,141180
GAZP,5,20200918,1625,183.7300000,183.8900000,183.5700000,183.7200000,157390
GAZP,5,20200918,1630,183.7400000,184.0000000,183.7400000,183.9300000,340430
GAZP,5,20200918,1635,183.9300000,184.1700000,183.8600000,184.1200000,556120
GAZP,5,20200918,1640,184.1300000,184.1300000,183.8600000,183.9400000,197010
GAZP,5,20200918,1645,183.9200000,183.9500000,183.6900000,183.9100000,274610
GAZP,5,20200918,1650,183.9200000,184.4000000,183.9100000,184.3300000,721860
GAZP,5,20200918,1655,184.3300000,184.3900000,184.2100000,184.2800000,196410
GAZP,5,20200918,1700,184.2600000,184.3900000,184.2100000,184.2900000,237490
GAZP,5,20200918,1705,184.2800000,184.3300000,184.1500000,184.1900000,216820
GAZP,5,20200918,1710,184.1900000,184.3800000,184.1600000,184.3700000,203440
GAZP,5,20200918,1715,184.3700000,184.4700000,184.2500000,184.3100000,327950
GAZP,5,20200918,1720,184.3500000,184.4600000,184.1900000,184.3500000,290140
GAZP,5,20200918,1725,184.3500000,184.4500000,184.2900000,184.3600000,153270
GAZP,5,20200918,1730,184.3600000,184.4400000,184.2700000,184.3500000,282650
GAZP,5,20200918,1735,184.3600000,184.4400000,184.0300000,184.1100000,533800
GAZP,5,20200918,1740,184.1600000,184.3300000,184.1400000,184.2600000,195920
GAZP,5,20200918,1745,184.2500000,184.2800000,183.9200000,184.0900000,374160
GAZP,5,20200918,1750,184.0800000,184.0900000,183.7200000,183.7500000,323280
GAZP,5,20200918,1755,183.7500000,183.7900000,183.3000000,183.3600000,541490
GAZP,5,20200918,1800,183.3700000,183.3700000,182.6600000,182.7900000,831510
GAZP,5,20200918,1805,182.8000000,183.2500000,182.7800000,183.1200000,344270
GAZP,5,20200918,1810,183.1400000,183.2100000,182.9100000,183.1900000,257860
GAZP,5,20200918,1815,183.1800000,183.2300000,183.0300000,183.1100000,353470
GAZP,5,20200918,1820,183.1200000,183.1200000,182.7000000,182.7900000,477490
GAZP,5,20200918,1825,182.7800000,182.9400000,182.7000000,182.8000000,474090
GAZP,5,20200918,1830,182.8100000,182.8100000,182.3800000,182.4700000,937620
GAZP,5,20200918,1835,182.4300000,182.4700000,182.0000000,182.0300000,1007970
GAZP,5,20200918,1845,181.6000000,181.6000000,181.6000000,181.6000000,17205100
GAZP,5,20200918,1900,181.9700000,181.9700000,181.9700000,181.9700000,3440
GAZP,5,20200918,1905,181.9700000,182.3100000,181.7000000,182.3100000,160320
GAZP,5,20200918,1910,182.3100000,182.3300000,182.1500000,182.1500000,95190
GAZP,5,20200918,1915,182.1500000,182.2400000,182.0100000,182.0800000,118240
GAZP,5,20200918,1920,182.1900000,182.2000000,182.0100000,182.0400000,52120
GAZP,5,20200918,1925,182.0200000,182.1400000,182.0000000,182.1400000,47720
GAZP,5,20200918,1930,182.1400000,182.1400000,181.9000000,181.9800000,56350
GAZP,5,20200918,1935,182.0000000,182.0000000,181.7300000,181.7400000,86060
GAZP,5,20200918,1940,181.8400000,181.8700000,181.6300000,181.6300000,87780
GAZP,5,20200918,1945,181.6400000,181.7800000,181.6000000,181.7100000,50640
GAZP,5,20200918,1950,181.6400000,181.6800000,181.5000000,181.5500000,81700
GAZP,5,20200918,1955,181.5200000,181.6100000,181.4200000,181.5000000,152980
GAZP,5,20200918,2000,181.4900000,181.5900000,181.4400000,181.4700000,40620
GAZP,5,20200918,2005,181.4700000,181.6600000,181.4500000,181.4500000,75860
GAZP,5,20200918,2010,181.5700000,181.6400000,181.4600000,181.6400000,24110
GAZP,5,20200918,2015,181.6200000,181.6200000,181.5300000,181.5900000,15410
GAZP,5,20200918,2020,181.5900000,181.6500000,181.5300000,181.6200000,28810
GAZP,5,20200918,2025,181.6200000,181.6200000,181.5000000,181.5200000,26260
GAZP,5,20200918,2030,181.5200000,181.6000000,181.4400000,181.4400000,72350
GAZP,5,20200918,2035,181.4700000,181.5800000,181.4400000,181.5800000,18610
GAZP,5,20200918,2040,181.4800000,181.6300000,181.3900000,181.4900000,57610
GAZP,5,20200918,2045,181.4900000,181.6000000,181.3400000,181.5000000,81310
GAZP,5,20200918,2050,181.3900000,181.5000000,181.3500000,181.5000000,47930
GAZP,5,20200918,2055,181.4200000,181.5600000,181.3800000,181.5500000,38850
GAZP,5,20200918,2100,181.4700000,181.5500000,181.3600000,181.5100000,23440
GAZP,5,20200918,2105,181.5400000,181.5900000,181.4100000,181.4600000,36000
GAZP,5,20200918,2110,181.4700000,181.5600000,181.4100000,181.5600000,7490
GAZP,5,20200918,2115,181.5000000,181.5800000,181.3500000,181.3500000,75780
GAZP,5,20200918,2120,181.4600000,181.5400000,181.3500000,181.4900000,11510
GAZP,5,20200918,2125,181.4900000,181.5800000,181.4800000,181.5800000,23630
GAZP,5,20200918,2130,181.5800000,181.6600000,181.5000000,181.6100000,76990
GAZP,5,20200918,2135,181.6100000,181.7900000,181.6000000,181.6300000,104460
GAZP,5,20200918,2140,181.6100000,181.6700000,181.5500000,181.5500000,47920
GAZP,5,20200918,2145,181.6400000,181.6400000,181.5000000,181.6200000,8090
GAZP,5,20200918,2150,181.6300000,181.6300000,181.5300000,181.6200000,4120
GAZP,5,20200918,2155,181.6200000,181.6200000,181.4900000,181.6200000,15810
GAZP,5,20200918,2200,181.5600000,181.7800000,181.5500000,181.7800000,13920
GAZP,5,20200918,2205,181.7900000,181.9000000,181.7000000,181.8300000,41640
GAZP,5,20200918,2210,181.8000000,181.8900000,181.7100000,181.7100000,34530
GAZP,5,20200918,2215,181.7000000,181.7200000,181.6000000,181.6600000,27380
GAZP,5,20200918,2220,181.6600000,181.6700000,181.5200000,181.6000000,99400
GAZP,5,20200918,2225,181.6300000,181.7800000,181.6300000,181.7800000,3870
GAZP,5,20200918,2230,181.7800000,181.8700000,181.7200000,181.8400000,6730
GAZP,5,20200918,2235,181.8400000,181.8900000,181.7900000,181.8900000,21150
GAZP,5,20200918,2240,181.8500000,181.9500000,181.7800000,181.9200000,8170
GAZP,5,20200918,2245,181.9200000,182.0000000,181.7400000,181.8100000,85910
GAZP,5,20200918,2250,181.8100000,181.9700000,181.7600000,181.8700000,10140
GAZP,5,20200918,2255,181.9500000,181.9500000,181.6100000,181.6100000,62890
GAZP,5,20200918,2300,181.7200000,181.7500000,181.6100000,181.6900000,24790
GAZP,5,20200918,2305,181.7400000,181.8000000,181.7100000,181.8000000,3390
GAZP,5,20200918,2310,181.8000000,181.8000000,181.7400000,181.8000000,8020
GAZP,5,20200918,2315,181.8000000,181.9100000,181.8000000,181.8800000,25430
GAZP,5,20200918,2320,181.8100000,181.9000000,181.8000000,181.9000000,15940
GAZP,5,20200918,2325,181.9000000,181.9000000,181.8000000,181.8000000,20980
GAZP,5,20200918,2330,181.8300000,181.8900000,181.7000000,181.8500000,24260
GAZP,5,20200918,2335,181.8400000,181.8500000,181.6500000,181.6900000,14730
GAZP,5,20200918,2340,181.6900000,181.7200000,181.6300000,181.6800000,32160
GAZP,5,20200918,2345,181.7200000,181.7800000,181.5000000,181.5200000,92970
GAZP,5,20200921,1000,181.3600000,181.3600000,180.3100000,180.8100000,1274710
GAZP,5,20200921,1005,180.8400000,181.0900000,180.6600000,180.9800000,409020
GAZP,5,20200921,1010,180.9000000,180.9500000,180.2300000,180.3000000,711700
GAZP,5,20200921,1015,180.2800000,180.6400000,180.1300000,180.3600000,640110
GAZP,5,20200921,1020,180.3600000,180.3900000,179.9000000,179.9000000,1037650
GAZP,5,20200921,1025,179.9000000,180.3400000,179.9000000,180.3300000,359750
GAZP,5,20200921,1030,180.3000000,180.3000000,179.6500000,179.7300000,568280
GAZP,5,20200921,1035,179.7300000,179.8300000,179.2400000,179.3700000,1648660
GAZP,5,20200921,1040,179.3700000,179.3900000,179.0000000,179.3400000,1378040
GAZP,5,20200921,1045,179.3100000,179.5600000,179.2000000,179.2900000,442810
GAZP,5,20200921,1050,179.2900000,179.3500000,178.8800000,178.8800000,998870
GAZP,5,20200921,1055,178.8800000,179.3400000,178.8400000,179.2800000,551180
GAZP,5,20200921,1100,179.3000000,179.4200000,179.1000000,179.3000000,374630
GAZP,5,20200921,1105,179.3200000,179.4500000,179.1000000,179.4300000,356420
GAZP,5,20200921,1110,179.4200000,179.7400000,179.4000000,179.6000000,446740
GAZP,5,20200921,1115,179.5500000,179.6300000,179.2700000,179.3200000,225950
GAZP,5,20200921,1120,179.3200000,179.6200000,179.3000000,179.5100000,95800
GAZP,5,20200921,1125,179.5000000,179.8300000,179.4000000,179.7600000,382810
GAZP,5,20200921,1130,179.7600000,179.7800000,179.4000000,179.6000000,222240
GAZP,5,20200921,1135,179.6300000,179.6600000,179.4000000,179.4000000,308820
GAZP,5,20200921,1140,179.4100000,179.5500000,179.3600000,179.5500000,592100
GAZP,5,20200921,1145,179.5200000,179.5200000,179.3000000,179.4000000,282740
GAZP,5,20200921,1150,179.3900000,179.4900000,179.3000000,179.3300000,131450
GAZP,5,20200921,1155,179.3500000,179.3500000,178.3400000,178.4000000,1277870
GAZP,5,20200921,1200,178.4000000,178.5200000,178.1300000,178.4000000,596270
GAZP,5,20200921,1205,178.4000000,178.9100000,178.4000000,178.8900000,367390
GAZP,5,20200921,1210,178.8200000,179.0700000,178.8000000,178.9700000,254240
GAZP,5,20200921,1215,178.9700000,179.1400000,178.9600000,179.1000000,342270
GAZP,5,20200921,1220,179.0700000,179.1000000,178.7400000,178.8900000,171400
GAZP,5,20200921,1225,178.8800000,179.0600000,178.4500000,178.5000000,303380
GAZP,5,20200921,1230,178.4800000,178.5700000,178.3700000,178.4900000,190610
GAZP,5,20200921,1235,178.4700000,178.6600000,178.2000000,178.2500000,211780
GAZP,5,20200921,1240,178.2700000,178.4900000,178.2200000,178.2800000,164630
GAZP,5,20200921,1245,178.2900000,178.3200000,178.1500000,178.2300000,195680
GAZP,5,20200921,1250,178.2100000,178.4000000,178.1500000,178.2500000,136580
GAZP,5,20200921,1255,178.2300000,178.2500000,177.6600000,177.7000000,966980
GAZP,5,20200921,1300,177.6700000,177.8800000,177.5300000,177.8500000,551520
GAZP,5,20200921,1305,177.8100000,178.0900000,177.7200000,178.0200000,250400
GAZP,5,20200921,1310,178.0200000,178.1600000,177.9600000,178.1000000,174050
GAZP,5,20200921,1315,178.1000000,178.4200000,178.0200000,178.2900000,158760
GAZP,5,20200921,1320,178.2900000,178.3900000,178.1500000,178.2400000,104060
GAZP,5,20200921,1325,178.2200000,178.2700000,177.7100000,177.7200000,261930
GAZP,5,20200921,1330,177.7300000,177.8000000,177.3300000,177.4100000,657220
GAZP,5,20200921,1335,177.4500000,177.6600000,177.3500000,177.4900000,232480
GAZP,5,20200921,1340,177.4400000,177.5900000,177.2600000,177.2600000,326370
GAZP,5,20200921,1345,177.2900000,177.4200000,177.1700000,177.4000000,201080
GAZP,5,20200921,1350,177.4000000,177.8400000,177.3700000,177.8000000,227280
GAZP,5,20200921,1355,177.8000000,177.8900000,177.4400000,177.8800000,500260
GAZP,5,20200921,1400,177.8500000,177.8900000,177.7100000,177.7400000,98450
GAZP,5,20200921,1405,177.8200000,177.8900000,177.3800000,177.7400000,657990
GAZP,5,20200921,1410,177.7900000,178.1800000,177.7200000,178.1400000,313490
GAZP,5,20200921,1415,178.0800000,178.1400000,177.7800000,177.8600000,146130
GAZP,5,20200921,1420,177.8300000,178.0000000,177.5100000,177.5500000,137470
GAZP,5,20200921,1425,177.5500000,177.5600000,177.4000000,177.4100000,106290
GAZP,5,20200921,1430,177.4200000,177.6700000,177.3000000,177.5800000,166180
GAZP,5,20200921,1435,177.6500000,177.7900000,177.5000000,177.7900000,66750
GAZP,5,20200921,1440,177.7500000,177.8500000,177.6000000,177.6100000,113230
GAZP,5,20200921,1445,177.6300000,177.7700000,177.4600000,177.4800000,147020
GAZP,5,20200921,1450,177.4900000,177.5400000,177.2200000,177.4200000,188110
GAZP,5,20200921,1455,177.4600000,177.7600000,177.3500000,177.6600000,172230
GAZP,5,20200921,1500,177.6600000,177.6600000,177.4300000,177.4500000,82370
GAZP,5,20200921,1505,177.4400000,177.5700000,177.2300000,177.2300000,244800
GAZP,5,20200921,1510,177.2300000,177.4200000,177.0500000,177.3500000,375470
GAZP,5,20200921,1515,177.3100000,177.4100000,177.1500000,177.3800000,134000
GAZP,5,20200921,1520,177.3800000,177.4500000,177.0500000,177.1000000,194570
GAZP,5,20200921,1525,177.1000000,177.2200000,176.9200000,177.0100000,584240
GAZP,5,20200921,1530,177.0100000,177.1400000,176.8800000,176.9100000,143940
GAZP,5,20200921,1535,176.9000000,176.9000000,176.6400000,176.6500000,317320
GAZP,5,20200921,1540,176.6600000,176.9100000,176.5000000,176.5400000,297110
GAZP,5,20200921,1545,176.5400000,176.8000000,176.2200000,176.5900000,728160
GAZP,5,20200921,1550,176.6100000,176.9200000,176.5600000,176.8900000,191380
GAZP,5,20200921,1555,176.8900000,176.9400000,176.7000000,176.7400000,115180
GAZP,5,20200921,1600,176.7400000,177.1300000,176.7000000,177.0200000,184290
GAZP,5,20200921,1605,177.0200000,177.0200000,176.7000000,176.7100000,94790
GAZP,5,20200921,1610,176.7100000,176.9200000,176.6500000,176.6500000,117300
GAZP,5,20200921,1615,176.6500000,176.8200000,176.6200000,176.7800000,186860
GAZP,5,20200921,1620,176.7700000,176.7700000,176.2000000,176.4300000,407970
GAZP,5,20200921,1625,176.4500000,176.5000000,176.3100000,176.3300000,119180
GAZP,5,20200921,1630,176.3100000,176.4900000,176.1500000,176.1900000,358170
GAZP,5,20200921,1635,176.1500000,176.1700000,175.8400000,175.9600000,753560
GAZP,5,20200921,1640,175.9300000,176.3500000,175.7900000,176.3400000,371250
GAZP,5,20200921,1645,176.3400000,176.5000000,176.2500000,176.3300000,274930
GAZP,5,20200921,1650,176.3600000,176.4200000,176.2500000,176.2900000,113740
GAZP,5,20200921,1655,176.2600000,176.8500000,176.1800000,176.7000000,457210
GAZP,5,20200921,1700,176.6100000,176.8300000,176.5300000,176.6500000,204490
GAZP,5,20200921,1705,176.6700000,176.6700000,176.2300000,176.3100000,187790
GAZP,5,20200921,1710,176.3000000,176.6300000,176.2000000,176.2000000,200190
GAZP,5,20200921,1715,176.2000000,176.2000000,175.9100000,175.9900000,284350
GAZP,5,20200921,1720,175.9800000,176.1700000,175.9000000,176.0900000,269030
GAZP,5,20200921,1725,176.0100000,176.1700000,175.8000000,175.9300000,418830
GAZP,5,20200921,1730,175.8800000,175.9400000,175.6300000,175.9000000,674500
GAZP,5,20200921,1735,175.9300000,175.9300000,175.4700000,175.6600000,505770
GAZP,5,20200921,1740,175.6400000,175.8600000,175.5000000,175.5200000,432540
GAZP,5,20200921,1745,175.5200000,175.7000000,175.3600000,175.6100000,340980
GAZP,5,20200921,1750,175.6100000,175.6200000,175.3700000,175.6000000,227800
GAZP,5,20200921,1755,175.5500000,175.6800000,175.4500000,175.4700000,251450
GAZP,5,20200921,1800,175.4600000,175.8800000,175.4500000,175.8000000,449350
GAZP,5,20200921,1805,175.7900000,176.0600000,175.7100000,176.0600000,347550
GAZP,5,20200921,1810,176.0500000,176.0700000,175.8000000,175.8900000,240620
GAZP,5,20200921,1815,175.8400000,175.9300000,175.5000000,175.5900000,314040
GAZP,5,20200921,1820,175.6100000,175.8000000,175.5000000,175.5800000,588590
GAZP,5,20200921,1825,175.5800000,175.7300000,175.5000000,175.5100000,306940
GAZP,5,20200921,1830,175.5000000,175.7500000,175.4700000,175.7400000,334290
GAZP,5,20200921,1835,175.7400000,176.1000000,175.7000000,175.9000000,430280
GAZP,5,20200921,1845,175.9000000,175.9000000,175.9000000,175.9000000,761640
GAZP,5,20200921,1900,176.1300000,176.1300000,176.1300000,176.1300000,500
GAZP,5,20200921,1905,176.1300000,176.5000000,176.0000000,176.1900000,94950
GAZP,5,20200921,1910,176.1600000,176.2600000,176.1000000,176.1500000,26560
GAZP,5,20200921,1915,176.1100000,176.3600000,176.1100000,176.2300000,40350
GAZP,5,20200921,1920,176.2300000,176.4300000,176.1700000,176.2600000,122510
GAZP,5,20200921,1925,176.2600000,176.5600000,176.2600000,176.5400000,130530
GAZP,5,20200921,1930,176.5000000,176.6200000,176.4000000,176.4800000,106420
GAZP,5,20200921,1935,176.4800000,176.6200000,176.4100000,176.5300000,38520
GAZP,5,20200921,1940,176.5500000,176.6300000,176.5100000,176.5900000,29530
GAZP,5,20200921,1945,176.5900000,176.6700000,176.5300000,176.6700000,31120
GAZP,5,20200921,1950,176.6400000,176.7000000,176.6000000,176.6100000,33130
GAZP,5,20200921,1955,176.6700000,176.6700000,176.6000000,176.6300000,17700
GAZP,5,20200921,2000,176.6300000,176.6700000,176.5100000,176.5700000,26370
GAZP,5,20200921,2005,176.5700000,176.6200000,176.5100000,176.5900000,6840
GAZP,5,20200921,2010,176.5500000,176.6000000,176.5200000,176.6000000,6530
GAZP,5,20200921,2015,176.6000000,176.7300000,176.5300000,176.6800000,76080
GAZP,5,20200921,2020,176.6900000,176.7300000,176.5100000,176.7300000,51710
GAZP,5,20200921,2025,176.7200000,176.7400000,176.5600000,176.7000000,34840
GAZP,5,20200921,2030,176.7000000,176.7500000,176.6300000,176.7100000,19450
GAZP,5,20200921,2035,176.7100000,176.7400000,176.6200000,176.7400000,18070
GAZP,5,20200921,2040,176.7400000,176.7800000,176.7400000,176.7700000,87640
GAZP,5,20200921,2045,176.7500000,176.7700000,176.7100000,176.7500000,12800
GAZP,5,20200921,2050,176.7500000,176.7700000,176.7100000,176.7200000,11240
